Academic Year,Roll Number,Official School Name,Address 1,Address 2,Address 3,Address 4,Eircode,School Latitude,School Longitude,School Planning area,County,Local Authority,Principal Name,Email,Phone,Ethos/Religion,Post Primary School Type,Irish Classification - Post Primary,School Gender - Post Primary,Pupil Attendance Type,Fee Paying School (Y/N),Island Location (Y/N),Gaeltacht Area Location (Y/N),DEIS (Y/N),FEMALE,MALE,Total 2024-2025
2024.0,72450N,Newport College,Black Road,Newport,Co. Tipperary,,V94A3W4,52.71487,-8.406545,Newport,Tipperary,Tipperary (NR) County Council,DONAL MADDEN,info@newportcollege.ie,061378262,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,144.0,220.0,364
2024.0,72480W,St. Ailbe's School,Rosanna Road,Tipperary Town,,,E34H596,52.478284,-8.156142,Tipperary,Tipperary,Tipperary (SR) County Council,RUAIDHRI DEVITT,officeadmin@ailbes.com,06251905,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,322.0,332.0,654
2024.0,72490C,Coláiste Mhuire Co-Ed,Castlemeadows,Thurles,Co Tipperary,,E41W678,52.68412,-7.826,Thurles,Tipperary,Tipperary (NR) County Council,MR DENIS QUINN,colaistemhuire@tipperaryetb.ie,050421734,MULTI DENOMINATIONAL,Vocational,Some pupils taught all subjects through Irish,Mixed,Day,N,N,N,Y,165.0,403.0,568
2024.0,72520I,Coláiste Naomh Cormac,Kilcormac,Co Offaly,,,R42R726,53.179377,-7.720217,Kilcormac,Offaly,Offaly County Council,MS. VICTORIA GUINAN (ACTING),mail@cnckilcormac.ie,0579135048,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,145.0,161.0,306
2024.0,72530L,Ardscoil Chiaráin Naofa,Frederick St.,Clara,Co. Offaly,,R35H974,53.34063,-7.612434,Clara,Offaly,Offaly County Council,MR ROGER GEAGAN,secretary@ascnclara.ie,0579331231,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,162.0,169.0,331
2024.0,72540O,Oaklands Community College,Sr. Senan Avenue,Edenderry,Co. Offaly,,R45R727,53.337128,-7.062685,Edenderry,Offaly,Offaly County Council,BRIAN KEHOE,principal@oaklandscc.ie,0469731573,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,387.0,417.0,804
2024.0,72560U,Tullamore College,Riverside,Tullamore,Co. Offaly,,R35XC66,53.275882,-7.486133,Tullamore_Killina,Offaly,Offaly County Council,EDWARD MCEVOY,admin@tullamorecollege.ie,0579321677,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,419.0,307.0,726
2024.0,76060U,Davitt College,Springfield,Castlebar,Co. Mayo,,F23VY15,53.857098,-9.290321,Castlebar,Mayo,Mayo County Council,MR CONOR O'REILLY,davittcollege@msletb.ie,0949023060,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,499.0,381.0,880
2024.0,76061W,Colaiste na Trocaire (Mercy Community College),Rathkeale,Co. Limerick,,,V94Y685,52.519972,-8.93447,Rathkeale,Limerick,Limerick County Council,MICHAEL BEHAN,mercycc@lcetb.ie,06964094,INTER DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,265.0,268.0,533
2024.0,76062B,Castleknock Community College,Carpenterstown Road,Castleknock,Dublin 15,,D15A996,53.371994,-6.391063,Carpenterstown_D15,Dublin,Fingal County Council,JOHN CRONIN,admin@castleknockcc.ie,018221626,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,621.0,669.0,1290
2024.0,76063D,Colaiste Dun Iascaigh,Cashel Road,Cahir,Co Tipperary,,E21NV38,52.381362,-7.917704,Cahir,Tipperary,Tipperary (SR) County Council,PETER CREEDON,info@colaisteduniascaigh.ie,0527442828,INTER DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,413.0,491.0,904
2024.0,76064F,Glanmire Community College,Brooklodge,Glanmire,Co.Cork,,T45W965,51.930854,-8.38438,Riverstown_Glanmire,Cork,Cork City Council,RONAN MC CARTHY,glanmirecc@corketb.ie,0214822377,INTER DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,508.0,632.0,1140
2024.0,76065H,Coláiste Cois Life,Gleann an Ghrífín,Leamhcán,Co Átha Cliath,,K78Y330,53.349681,-6.435651,Lucan,Dublin,South Dublin County Council,BREANDÁN MAC FHLOINN,eolas@colaistecoislife.ie,016211825,MULTI DENOMINATIONAL,Vocational,All pupils taught all subjects through Irish,Mixed,Day,N,N,N,N,335.0,285.0,620
2024.0,76066J,Meánscoil San Nioclás,Rinn O gCuanach,Dún Garbhán,Co. Phort Láirge,,X35RF24,52.048111,-7.575691,Ring,Waterford,Waterford County Council,SEÁN Ó CALLANÁIN,runai@meanscoil.ie,05846464,INTER DENOMINATIONAL,Vocational,All pupils taught all subjects through Irish,Mixed,Day,N,N,Y,Y,71.0,80.0,151
2024.0,76067L,Colaiste Pobail Naomh Mhuire,CREGGANE,STATION ROAD,BUTTEVANT,CO. CORK,P51NW93,52.23699,-8.677005,Buttevant,Cork,Cork County Council,MR DONAL O'SULLIVAN,buttevantadmin@corketb.ie,02223733,INTER DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,290.0,290.0,580
2024.0,76068N,Coláiste na Sceilge,Caherciveen,Co. Kerry,,,V23Y003,51.940196,-10.240964,Caherciveen_Waterville,Kerry,Kerry County Council,MAURICE FITZGERALD,info@colaistenasceilge.ie,0669473335,INTER DENOMINATIONAL,Vocational,Some pupils taught all subjects through Irish,Mixed,Day,N,N,N,N,271.0,291.0,562
2024.0,76069P,Colaiste Phobáil Ros Cré,Corville Road,Roscrea,Co Tipperary,,E53V449,52.953945,-7.79,Roscrea,Tipperary,Tipperary (NR) County Council,MR JACK FLYNN,ColaistePhobal@tipperaryetb.ie,050523939,INTER DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,305.0,290.0,595
2024.0,76070A,Coláiste Iósaef,Abbeyfarm,Kilmallock,Co. Limerick,,V35E860,52.404054,-8.57774,Kilmallock,Limerick,Limerick County Council,NOEL KELLY,office@cik.ie,06398275,INTER DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,258.0,250.0,508
2024.0,76072E,Abbey Community College,Boyle,Co Roscommon,,,F52HK46,53.969034,-8.299163,Boyle,Roscommon,Roscommon County Council,MR DAVID HARDING,david.harding@gretb.ie,0719664646,INTER DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,297.0,294.0,591
2024.0,76073G,Castletroy College,Newtown,Castletroy,Co Limerick,,V946D85,52.663134,-8.540898,Limerick City,Limerick,Limerick County Council,BRIAN O'DONOGHUE,admin@castletroycollege.ie,061330785,INTER DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,637.0,692.0,1329
2024.0,76075K,St John Bosco Community College,Kildysart,Ennis,Co. Clare,,V95TXF1,52.673051,-9.104573,Kildysart_Cahercon,Clare,Clare County Council,DENIS O'ROURKE,denis.orourke@lcetb.ie,0656832300,INTER DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,165.0,136.0,301
2024.0,76076M,Colaiste Chraobh Abhann,Creowen,Kilcoole,Co Wicklow,,A63WF10,53.100629,-6.065358,Kilcoole,Wicklow,Wicklow County Council,MR. OLIVER STACK,reception@colaisteca.ie,012870198,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,376.0,398.0,774
2024.0,76077O,Larkin Community College,Champions Avenue,Dublin 1,,,D01WD93,53.352259,-6.257796,Drumcondra_Marino_Dublin1,Dublin,Dublin City Council,DEIRDRE DOYLE (ACTING),larkinupdates@lcc.cdetb.ie,018742363,INTER DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,207.0,207.0,414
2024.0,76078Q,Skerries Community College,Skerries Community College,Balbriggan Street,Skerries,Co Dublin,K34HH29,53.579186,-6.115893,Skerries,Dublin,Fingal County Council,KEVIN MC LOUGHLIN,info@skerriescc.ie,018490011,INTER DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,484.0,545.0,1029
2024.0,76079S,Coláiste Phobail Cholmcille,Baile Úr,Oileán Thoraí,Doirí Beaga,Co. Dhún Na nGall,F92X023,55.264736,-8.221238,Tory Island,Donegal,Donegal County Council,PATRICK QUEENAN,cpcthorai@donegaletb.ie,0749165448,INTER DENOMINATIONAL,Vocational,All pupils taught all subjects through Irish,Mixed,Day,N,Y,Y,Y,6.0,4.0,10
2024.0,76081F,Coláiste Ailigh,Cnoc na Móna,Leitir Ceanainn,Co Dhún na nGall,,F92N2HE,54.964092,-7.724989,Letterkenny,Donegal,Donegal County Council,SEÁN MAC SUIBHNE,colaisteailigh@donegaletb.ie,0749125943,INTER DENOMINATIONAL,Vocational,All pupils taught all subjects through Irish,Mixed,Day,N,N,N,N,172.0,149.0,321
2024.0,76082H,Abbey Community College,Abbey Rd,Ferrybank,Waterford,,X91PC91,52.264397,-7.098767,Waterford,Kilkenny,Kilkenny County Council,MICHELLE JEFFORD,info@abbeycommunitycollege.com,051832930,INTER DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,467.0,531.0,998
2024.0,76083J,Magh Ene College,Church Road,Bundoran,Co Donegal,,F94YT78,54.475156,-8.279328,Ballyshannon_Donegal,Donegal,Donegal County Council,PAT TIGHE (ACTING),maghene@donegaletb.ie,0719841244,INTER DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,183.0,171.0,354
2024.0,76084L,Moville Community College,Carrownaff,Moville,Co Donegal,,F93DN29,55.187047,-7.050878,Carndonagh,Donegal,Donegal County Council,CAROLINE DOHERTY,moville@donegaletb.ie,0749385988,INTER DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,291.0,321.0,612
2024.0,76085N,Gaelcholáiste Reachrann,Bóthar Mhainistir na Gráinsí,Domhnach Míde,Baile Atha Cliath 13,,D13NP52,53.400257,-6.156682,Donaghmede_Howth_D13,Dublin,Fingal County Council,EIMER NIC AN RI,oifig@gcreachrann.ie,018770935,INTER DENOMINATIONAL,Vocational,All pupils taught all subjects through Irish,Mixed,Day,N,N,N,N,237.0,257.0,494
2024.0,76086P,MARIA IMMACULATA COMMUNITY COLLEGE,Dunmanway,Co Cork,,,P47AP82,51.714623,-9.115334,Dunmanway,Cork,Cork County Council,MR NIALL MURPHY,miccinfo@corketb.ie,0238856030,INTER DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,336.0,303.0,639
2024.0,76088T,Ratoath College,Jamestown,Ratoath,Co. Meath,,A85TW84,53.499628,-6.458267,Ratoath,Meath,Meath County Council,SEAMUS MEEHAN (ACTING),ratoathcollege@lmetb.ie,018254102,INTER DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,566.0,546.0,1112
2024.0,76089V,MOHILL COMMUNITY COLLEGE,MOHILL,CO LEITRIM,,,N41YT72,53.922804,-7.8724,Mohill,Leitrim,Leitrim County Council,MR. CORMAC FLYNN,mohillcommunitycollege@msletb.ie,0719631208,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,245.0,228.0,473
2024.0,76090G,Coláiste Pobail Bheanntraí,SESKIN,BANTRY,CO CORK,,P75TE27,51.673872,-9.446545,Bantry,Cork,Cork County Council,MARIAN CAREY,marian.carey@corketb.ie,02756434,INTER DENOMINATIONAL,Vocational,Some pupils taught some subjects through Irish,Mixed,Day,N,N,N,N,378.0,388.0,766
2024.0,76091I,Coláiste Oiriall,Cnoc an Chonnaidh,Br. Ard Mhacha,Muineachán,Co. Mhuineacháin,H18W897,54.26216,-6.950597,Monaghan,Monaghan,Monaghan County Council,BRENDAN O DUFAIGH,eolas@oiriall.ie,04772344,MULTI DENOMINATIONAL,Vocational,All pupils taught all subjects through Irish,Mixed,Day,N,N,N,N,220.0,182.0,402
2024.0,76092K,PRESENTATION COMMUNITY COLLEGE,TERENURE,DUBLIN 6W,,,D6WCP28,53.310964,-6.286848,Dublin_6w,Dublin,Dublin City Council,MS ÁINE MULDERRIG,info@pcc.cdetb.ie,014902404,CATHOLIC,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,224.0,234.0,458
2024.0,76093M,COLÁISTE ÍDE AGUS IOSAEF,ABBEYFEALE,CO LIMERICK,,,V94F7X4,52.387459,-9.297044,Abbeyfeale,Limerick,Limerick County Council,LIAM MURPHY,colaisteideagusiosef@lcetb.ie,06830631,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,329.0,363.0,692
2024.0,76096S,Coláiste Mhuirlinne/Merlin College,c/o Galway-Roscommon ETB,Doughiska Road,,Galway,H91309Y,53.282535,-8.984878,Galway City,Galway,Galway City Council,JOHN CLEARY,john.cleary@gretb.ie,091769000,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,334.0,391.0,725
2024.0,76097U,ADAMSTOWN COMMUNITY COLLEGE,Station Rd,Adamstown,Lucan,Co. Dublin,K78WP89,53.336533,-6.46229,Lucan,Dublin,South Dublin County Council,ADRIAN FLYNN,info.adamstowncc@ddletb.ie,016540348,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,462.0,518.0,980
2024.0,76098W,Coláiste Pobail Setanta,Colaiste Pobail Setanta,Phibblestown,Clonee,Dublin 15,D15EY17,53.397775,-6.435089,Blanchardstown_West_D15,Dublin,Fingal County Council,LIAM WALSH,admin@cpsetanta.ie,016402403,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,507.0,562.0,1069
2024.0,76099B,Coláiste Chill Mhantáin,Burkeen,Wicklow Town,Co Wicklow,,A67TV21,52.985206,-6.066093,Wicklow,Wicklow,Wicklow County Council,PADRAIG DONOGHUE,admin.ccm@wicklowvec.ie,040461863,INTER DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,317.0,616.0,933
2024.0,76101I,GAELCHOLÁISTE LUIMNIGH,MEAL SIOR ANRAÍ,LUIMNEACH,,,V9423V7,52.665785,-8.610711,Limerick City,Limerick,Limerick City Council,KEVIN O RAGHALLAIGH,info@gcldrive.com,061404959,INTER DENOMINATIONAL,Vocational,All pupils taught all subjects through Irish,Mixed,Day,N,N,N,N,366.0,250.0,616
2024.0,76102K,Coláiste an Eachréidh,Bóthar Thuama,Baile Átha an Rí,Co. na Gaillimhe,,H65WD54,53.301343,-8.747339,Athenry,Galway,Galway County Council,SEÁN O'MAINNIN(ACTING),colaiste.aneachreidh@gretb.ie,091874590,MULTI DENOMINATIONAL,Vocational,All pupils taught all subjects through Irish,Mixed,Day,N,N,N,N,127.0,111.0,238
2024.0,76103M,Colaiste na hInse,Bettystown,Co Meath,,,A92NY30,53.692703,-6.245342,Laytown,Meath,Meath County Council,EILIS FLOOD,colaistenahinse@lmetb.ie,0419813335,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,483.0,547.0,1030
2024.0,76104O,Donabate Community College,"Portrane Road,",Donabate,Co Dublin,,K36NN88,53.490088,-6.144229,Donabate,Dublin,Fingal County Council,JOHN DOYLE,info@donabatecc.ie,018436726,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,358.0,455.0,813
2024.0,76105Q,Banagher College,Banagher,Co. Offaly,,,R42WR22,53.186848,-7.986564,Banagher,Offaly,Offaly County Council,MS. LILY KINAHAN,admin@bccns.ie,0579151323,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,286.0,277.0,563
2024.0,76106S,Gaelcholáiste na Mara,Pairc Na bPiarsach,Bothar an Ghleanntain,Arklow,Co.Wicklow,Y14DX27,52.801166,-6.166386,Arklow,Wicklow,Wicklow County Council,TONY Ó MURCHÚ,gaelcholaistenamara@gmail.com,040291764,MULTI DENOMINATIONAL,Vocational,All pupils taught all subjects through Irish,Mixed,Day,N,N,N,N,129.0,173.0,302
2024.0,76107U,Coláiste Eoghain,Muileann Thulaigh Gharbháin,Bun Cranncha,Co. Dhún na nGall,,F93XT38,55.144044,-7.452633,Buncrana,Donegal,Donegal County Council,CLAIRE NÍ DHOCHARTAIGH,colaisteeoghain@donegaletb.ie,0749322350,MULTI DENOMINATIONAL,Vocational,All pupils taught all subjects through Irish,Mixed,Day,N,N,N,N,12.0,5.0,17
2024.0,76127D,Creagh College,Carnew Road,Gorey,Co. Wexford,,Y25V6Y9,52.675621,-6.314232,Gorey,Wexford,Wexford County Council,PAUL GLYNN,creaghcollege@wwetb.ie,0539484035,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,487.0,580.0,1067
2024.0,76129H,Ardgillan Community College,Castlelands,Balbriggan,,Co Dublin,K32KK33,53.60066,-6.180521,Balbriggan,Dublin,Fingal County Council,NUALA NI MHURCHU,info@ardgillancc.ie,019680734,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,360.0,641.0,1001
2024.0,76130P,Luttrellstown Community College,Luttrellstown Community College,Porterstown Road,Clonsilla,Dublin 15,D15DY29,53.375205,-6.409025,Carpenterstown_D15,Dublin,Fingal County Council,SIOBHÁN MORAN,info.luttrellstowncc@ddletb.ie,018228060,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,445.0,553.0,998
2024.0,76150V,Coláiste Pobail Acla,Achill Sound,Westport,Co. Mayo,,F28CP49,53.9324,-9.914239,Achill,Mayo,Mayo County Council,JASON Ó MONGÁIN,info@cpacla.ie,09845139,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,Y,Y,133.0,121.0,254
2024.0,76152C,Kishoge Community College,Thomas Omer Way,Lucan,,,K78DC89,53.33626,-6.425736,Lucan,Dublin,South Dublin County Council,NIALL HARE,reception@kishogecc.ie,016877482,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,425.0,500.0,925
2024.0,76173K,Coláiste na Mí,Johnstown Educational Campus,Johnstown,Navan,Co Meath,C15T028,53.643121,-6.650941,Navan,Meath,Meath County Council,MS LOUISE KEARNS,colaistenami@lmetb.ie,0469012130,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,329.0,544.0,873
2024.0,76193Q,Maynooth Community College,Mariavilla,Moyglare Road,Maynooth,Co. Kildare,W23P2R0,53.394861,-6.596769,Maynooth,Kildare,Kildare County Council,SIOBHAIN MCCAULEY,principal@mcc.edu.ie,016016041,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,523.0,439.0,962
2024.0,76194S,Naas Community College,Osberstown,Millennium Park,Naas,Co Kildare,W91P93F,53.231887,-6.676426,Naas,Kildare,Kildare County Council,CIARÁN KEEGAN,info@naascc.ie,045850580,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,422.0,485.0,907
2024.0,76195U,Coláiste Chú Chulainn,Lower Marshes,Dundalk,CO. LOUTH,,A91F75P,54.00068,-6.395442,Dundalk,Louth,Louth County Council,TOMAS SHARKEY,colaistecc@lmetb.ie,0429354553,MULTI DENOMINATIONAL,Vocational,Some pupils taught all subjects through Irish,Mixed,Day,N,N,N,Y,356.0,541.0,897
2024.0,76196W,DE LACY COLLEGE,Ashbourne Education Campus,Killegland,Ashbourne,Co. Meath,A84TW90,53.511564,-6.41523,Ratoath,Meath,Meath County Council,JANICE CORRIGAN,colaistedelacy@lmetb.ie,015241075,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,456.0,457.0,913
2024.0,76213T,Lusk Community College,Raheny Lane,Rathmore Road,Lusk,Co. Dublin,K45WN50,53.530307,-6.157305,Rush&Lusk,Dublin,Fingal County Council,PAT COLE,patrickcole@luskcc.ie,015130000,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,529.0,552.0,1081
2024.0,76233C,Coláiste Bhaile Chláir,Lakeview,Baile Chláir,,,H91XY8V,53.335133,-8.936564,Galway City,Galway,Galway County Council,MR ALAN MONGEY,info.claregalway@gretb.ie,091799001,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,Y,N,598.0,717.0,1315
2024.0,76273O,Gaelcholáiste Charraig Ui Leighin,Gaelcholáiste Charraig Uí Leighin,Árd na Cloiche,Carraig Uí Leighin,,P43XV78,51.826142,-8.401942,Carrigaline,Cork,Cork County Council,DONNCHADH Ó CRÓINÍN,eolascul@corketb.ie,021 4372901,MULTI DENOMINATIONAL,Vocational,All pupils taught all subjects through Irish,Mixed,Day,N,N,N,N,151.0,132.0,283
2024.0,76293U,Kingswood Community College,Ballymount Road,Kingswood Heights,Tallaght,Dublin 24,D24HYN2,53.306614,-6.372146,Tallaght,Dublin,South Dublin County Council,DEBORAH DUNNE,info@kingswoodcc.ie,01 4517400,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,449.0,533.0,982
2024.0,76313A,Coláiste Dún an Rí,Ernan's Hill,Kingscourt,Co. Cavan,,A82K5W7,53.909342,-6.804416,Bailieborough,Cavan,Cavan County Council,MR. FERGAL BOYLE,info@colaistedunanri.ie,0429698294,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,335.0,354.0,689
2024.0,76333G,Carrigtwohill Post Primary,Station Road,Carrigtwohill,Co. Cork,,T45YY22,51.913059,-8.262623,Midleton_Carrigtwohill,Cork,Cork County Council,MARTIN COLEMAN(ACTING),Carrigtwohillcc@corketb.ie,0214853488,CATHOLIC,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,328.0,513.0,841
2024.0,76334I,St Joseph's Community College,St. Joseph's Community College,Charlestown,,,F12WE19,53.960292,-8.801406,Charlestown,Mayo,Mayo County Council,MR JOHN BONES (ACTING),info@sjcc.ie,094-9254211,CATHOLIC,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,96.0,105.0,201
2024.0,76394D,Clonturk College,Swords Road,Whitehall,Dublin 9,,D09W5K6,53.379449,-6.24827,Whitehall_SantryD9,Dublin,Dublin City Council,ANTHONY CREEVEY,info@clonturkcc.cdetb.ie,015596960,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,447.0,492.0,939
2024.0,76414G,Thomond Community College,Moylish Park,Moylish,Limerick,,V94V342,52.678362,-8.649056,Limerick City,Limerick,Limerick City Council,VIVIENNE HOGAN,info@thomondcc.ie,061452422,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,320.0,286.0,606
2024.0,76454S,Griffeen Community College,c/o Kishogue Community College,Thomas Omar Way,Lucan,Co. Dublin,K78DC89,53.33626,-6.425736,Lucan,Dublin,South Dublin County Council,MR NOEL KELLY,noelkelly@griffeencc.ie,016212392,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,240.0,297.0,537
2024.0,76474B,Dunamase College (Coláiste Dhún Másc),Railway Street,Portlaoise,Co. Laois,,R32WE02,53.035004,-7.299025,Portlaoise,Laois,Laois County Council,DYMPNA KELLY,info@dunamasecollege.ie,0578664696,MULTI DENOMINATIONAL,Vocational,Some pupils taught all subjects through Irish,Mixed,Day,N,N,N,N,300.0,277.0,577
2024.0,76475D,Swords Community College,Broadmeadows,RATHBEALE ROAD,SWORDS,Co. Dublin,K67A3E8,53.466374,-6.249013,Swords,Dublin,Fingal County Council,AOIFE SMITH,info@swordscc.ie,01 22 33 067,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,398.0,532.0,930
2024.0,76476F,Mungret Community College,Cahranardrish,Mungret,Limerick,,V9462R7,52.629655,-8.685704,Limerick City,Limerick,Limerick City Council,LIAM O'MAHONY,liam.omahoney@lcetb.ie,087 6742940,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,467.0,473.0,940
2024.0,76534Q,Coláiste Naomh Eoin,Inis Meáin,Oileáin Árann,,,,53.087299,-9.589039,Kilronan_Aran Islands,Galway,Galway County Council,M NÍ FHÁTHARTA,eolas.eoin@gretb.ie,09973991,MULTI DENOMINATIONAL,Vocational,All pupils taught all subjects through Irish,Mixed,Day,N,Y,Y,N,21.0,19.0,40
2024.0,76554W,Gaelcholáiste Mhaigh Nuad,Manor Mills,Maigh Nuad,,,W23V9P2,53.3818,-6.593653,Maynooth,Kildare,Kildare County Council,MÍCHEÁL Ó CEOINÍN,michealoceoinin@kwetb.ie,015054386,MULTI DENOMINATIONAL,Vocational,All pupils taught all subjects through Irish,Mixed,Day,N,N,N,N,75.0,54.0,129
2024.0,76574F,Eriu Community College,Barnwell Road,Hansfield,Dublin 15,,D15X4XT,53.389532,-6.445715,Blanchardstown_West_D15,Dublin,Fingal County Council,MICHAEL FLYNN,admin@eriucc.ie,019633353,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,88.0,106.0,194
2024.0,76594L,Coláiste pobail Fóla,Heritage Village,Garter's Lane,Saggart,Co. Dublin,D24HFK2,53.284093,-6.437865,Newcastle_Rathcoole,Dublin,South Dublin County Council,JOY UÍ MHURCHADHA,info@cpfola.ie,012551770,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,311.0,347.0,658
2024.0,76595N,Enfield Community College,Dublin Road,Enfield,Meath,,A83VX31,53.414505,-6.817408,Kilcock,Meath,Meath County Council,SHANE FOLEY,enfieldcommunitycollege@lmetb.ie,0860353120,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,243.0,289.0,532
2024.0,76596P,Greystones Community College,Mill Road,Greystones,Co Wicklow,,A63A3K2,53.1324,-6.068848,Greystones,Wicklow,Wicklow County Council,RUAIRI FARRELL,gcc@kwetb.ie,012010096,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,310.0,320.0,630
2024.0,76614O,Coláiste Rioga,Dunshaughlin,Meath,,,A85KF64,53.504275,-6.535983,Dunshaughlin,Meath,Meath County Council,MR DECLAN CLARKE,colaisterioga@lmetb.ie,0876117987,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,93.0,100.0,193
2024.0,81001I,Newpark Comprehensive School,Newtownpark Avenue,Blackrock,Co Dublin,,A94EV70,53.2895,-6.172989,Dunlaoghaire,Dublin,Dun Laoghaire Rathdown,MR. EOIN NORTON,office@newparkschool.ie,012883724,CHURCH OF IRELAND,Comprehensive,No subjects taught through Irish,Mixed,Day,N,N,N,N,376.0,473.0,849
2024.0,81002K,Mount Temple Comprehensive School,Malahide Road,Dublin 3,,,D03DX79,53.368676,-6.2227,Killester_Raheny_Clontarf,Dublin,Dublin City Council,MR. DAVID BANE,office@mounttemple.ie,018336984,CHURCH OF IRELAND,Comprehensive,No subjects taught through Irish,Mixed,Day,N,N,N,N,424.0,475.0,899
